App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,10000000,Free,0.0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,0.23632,0.24615,0.71265,0.0412,11.0,6.0,3.0,20.0
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,17.0,10000000,Free,0.0,Everyone,Tools,"July 31, 2018",v7.0.9.1.0526.1_06_0704,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TouchPal Keyboard for vivo,TOOLS,4.3,357,58.0,1000000,Free,0.0,Everyone,Tools,"May 30, 2018",6.2.6.7,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Google Assistant Go,TOOLS,3.7,315,4.6,500000,Free,0.0,Everyone,Tools,"July 27, 2018",1.8.203182757.armeabi-v7a.release,8.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My love,TOOLS,3.5,163997,16.0,10000000,Free,0.0,Everyone,Tools,"August 5, 2018",5.36,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DuraSpeed,TOOLS,3.8,5431,1.3,10000000,Free,0.0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,0.1232081081081081,0.13375675675675675,0.7754054054054055,0.09081081081081081,17.0,13.0,7.0,37.0
HTC Sense Input-LV,TOOLS,3.6,59,2.3,50000,Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTC Sense Input-CA,TOOLS,3.1,124,1.9,100000,Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTC Sense Input-AR,TOOLS,3.8,1420,2.7,100000,Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.2094325,0.415325,0.516775,0.0679,21.0,13.0,6.0,40.0
Digital Alarm Clock,TOOLS,4.2,118439,16.0,10000000,Free,0.0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,0.4044323943661972,0.3737605633802817,0.507225352112676,0.119056338028169,54.0,4.0,13.0,71.0
Alarm Clock Free,TOOLS,4.0,59973,11.0,10000000,Free,0.0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,0.10058823529411764,0.29376470588235293,0.5587941176470588,0.14744117647058824,17.0,4.0,13.0,34.0
Puzzle Alarm Clock ⏰,TOOLS,4.3,32111,5.3,1000000,Free,0.0,Everyone,Tools,"August 3, 2018",3.1.0.1126,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Can't Wake Up! Alarm Clock,TOOLS,4.5,70404,4.2,1000000,Free,0.0,Everyone,Tools,"May 25, 2018",3.4.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brightest Flashlight - LED Light,TOOLS,4.5,876866,9.1,50000000,Free,0.0,Everyone,Tools,"July 27, 2018",1.4.9,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LED Flashlight,TOOLS,4.4,207706,4.3,10000000,Free,0.0,Everyone,Tools,"July 10, 2017",2.4,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8,5000000,Free,0.0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.5423250000000001,0.77725,0.22275,0.0,4.0,0.0,0.0,4.0
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5,10000000,Free,0.0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,0.37888333333333335,0.46796666666666664,0.4865333333333333,0.04546666666666666,22.0,6.0,2.0,30.0
Super Flashlight + LED,TOOLS,4.3,54207,4.4,5000000,Free,0.0,Everyone,Tools,"July 11, 2017",3.2,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,50000000,Free,0.0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,0.60534,0.302,0.6517999999999999,0.046200000000000005,4.0,0.0,1.0,5.0
Fraction Calculator Plus Free,TOOLS,4.5,148506,11.0,5000000,Free,0.0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,0.5060290322580645,0.4248387096774194,0.5383870967741936,0.0367741935483871,28.0,1.0,2.0,31.0
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11.0,5000000,Free,0.0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,0.4926868421052632,0.39752631578947367,0.5867631578947369,0.015710526315789473,29.0,8.0,1.0,38.0
Calculator with Percent (Free),TOOLS,4.8,48211,7.4,1000000,Free,0.0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.39665,0.1385,0.8614999999999999,0.0,1.0,1.0,0.0,2.0
Graphing Calculator,TOOLS,3.9,12388,5.3,1000000,Free,0.0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.3516455696202532,0.31960759493670887,0.6169493670886076,0.06346835443037975,52.0,16.0,11.0,79.0
Unit Converter,TOOLS,4.5,85387,5.4,1000000,Free,0.0,Everyone,Tools,"July 3, 2018",2.1.54,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calculator ++,TOOLS,4.6,33509,3.6,1000000,Free,0.0,Everyone,Tools,"May 12, 2018",2.2.7,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3,10000000,Free,0.0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.345935,0.2244,0.6900999999999999,0.085525,30.0,1.0,9.0,40.0
Classic Calculator,TOOLS,4.0,85659,27.0,5000000,Free,0.0,Everyone,Tools,"February 25, 2018",1.51,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weight conversion calculator,TOOLS,4.0,807,1.8,100000,Free,0.0,Everyone,Tools,"May 18, 2018",20180517,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age Calculator,TOOLS,4.4,24265,3.3,1000000,Free,0.0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.22901875,0.338125,0.5738125000000001,0.08809375,20.0,4.0,8.0,32.0
EzCalculator,TOOLS,4.1,1657,2.0,100000,Free,0.0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.4506315789473684,0.4048421052631579,0.5130526315789473,0.08213157894736842,32.0,2.0,4.0,38.0
SuperVPN Free VPN Client,TOOLS,4.3,576454,6.1,50000000,Free,0.0,Everyone,Tools,"February 5, 2018",2.0.9,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hideman VPN,TOOLS,4.1,88675,9.6,5000000,Free,0.0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.09109032258064517,0.16332258064516128,0.732516129032258,0.10412903225806451,12.0,7.0,12.0,31.0
Fast Secure VPN,TOOLS,4.3,56848,9.6,1000000,Free,0.0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.2484492957746479,0.2820985915492958,0.6023943661971831,0.11547887323943662,41.0,12.0,18.0,71.0
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10.0,1000000,Free,0.0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.47863870967741934,0.3526129032258064,0.5660967741935484,0.08125806451612903,24.0,4.0,3.0,31.0
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2,50000000,Free,0.0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.24705588235294118,0.48182352941176476,0.4101764705882353,0.10799999999999998,21.0,9.0,4.0,34.0
OpenVPN Connect – Fast & Safe SSL VPN Client,TOOLS,4.2,154578,14.0,10000000,Free,0.0,Everyone,Tools,"May 25, 2018",3.0.5,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,4.2,40676,25.0,1000000,Free,0.0,Everyone,Tools,"July 5, 2018",2.27.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9,1000000,Free,0.0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.28607272727272726,0.3985454545454546,0.5834545454545454,0.018000000000000002,6.0,5.0,0.0,11.0
SurfEasy Secure Android VPN,TOOLS,4.5,273283,22.0,5000000,Free,0.0,Everyone,Tools,"July 11, 2018",4.1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,8.9,10000000,Free,0.0,Everyone,Tools,"August 1, 2018",4.3.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Keyboard Trial,TOOLS,4.1,65597,2.4,10000000,Free,0.0,Everyone,Tools,"April 28, 2017",4.20.1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,4.4,1107320,25.0,50000000,Free,0.0,Everyone,Tools,"August 7, 2018",3.4.500,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wifi Analyzer,TOOLS,4.4,335115,1.8,10000000,Free,0.0,Everyone,Tools,"April 7, 2018",3.11.2,6.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Network Signal Info,TOOLS,4.1,33926,17.0,1000000,Free,0.0,Everyone,Tools,"August 3, 2018",4.78.06,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,4.1,10000000,Free,0.0,Everyone,Tools,"August 6, 2018",6.06.14,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WiFi Overview 360,TOOLS,4.1,15693,18.0,1000000,Free,0.0,Everyone,Tools,"August 3, 2018",4.32.07,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Speedcheck,TOOLS,4.6,48979,14.0,1000000,Free,0.0,Everyone,Tools,"August 4, 2018",5.0.0.8,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETGEAR WiFi Analytics,TOOLS,4.1,9496,0.696,1000000,Free,0.0,Everyone,Tools,"April 25, 2014",1.0.19,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keypad Lock Screen,TOOLS,4.2,428581,4.7,10000000,Free,0.0,Everyone,Tools,"July 17, 2018",1.33,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
photo keypad lockscreen,TOOLS,4.1,225544,8.1,10000000,Free,0.0,Everyone,Tools,"July 17, 2018",3.1.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9,10000000,Free,0.0,Everyone,Tools,"June 26, 2018",6.1.7.5,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lock Screen,TOOLS,4.0,41137,4.6,1000000,Free,0.0,Everyone,Tools,"November 15, 2017",1.7.3,3.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZERO Lock Screen,TOOLS,3.5,75336,0.544,1000000,Free,0.0,Everyone,Tools,"February 5, 2016",1.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AppLock - Fingerprint,TOOLS,4.4,745245,3.5,10000000,Free,0.0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.30145789473684215,0.21868421052631581,0.6412631578947368,0.14021052631578948,15.0,0.0,4.0,19.0
Screen Off and Lock,TOOLS,4.1,172990,0.525,10000000,Free,0.0,Everyone,Tools,"December 2, 2017",1.17.4,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Screen Lock,TOOLS,4.2,68309,2.1,1000000,Free,0.0,Everyone,Tools,"November 23, 2017",v3.9f,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funny Ringtones,PERSONALIZATION,4.4,7146,14.0,1000000,Free,0.0,Everyone 10+,Personalization,"February 2, 2018",1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,4.6,49657,8.7,5000000,Free,0.0,Everyone,Personalization,"August 6, 2018",3.6.21_pre,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21.0,100000,Free,0.0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.31845,0.256,0.744,0.0,1.0,1.0,0.0,2.0
Golden Launcher,PERSONALIZATION,4.4,32794,12.0,5000000,Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.4442394736842105,0.6605,0.33949999999999997,0.0,32.0,6.0,0.0,38.0
Launcher,PERSONALIZATION,4.5,102923,18.0,1000000,Free,0.0,Everyone,Personalization,"July 10, 2018",2.1.2,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17.0,100000000,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.39311666666666667,0.5176666666666666,0.4417222222222222,0.04061111111111111,14.0,3.0,1.0,18.0
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8,500000,Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.42775555555555556,0.3857777777777778,0.45066666666666666,0.16355555555555557,7.0,0.0,2.0,9.0
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23.0,1000000,Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.4346297297297297,0.49686486486486486,0.47305405405405404,0.030081081081081082,28.0,8.0,1.0,37.0
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14.0,1000000,Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.09532962962962961,0.2534444444444444,0.5485555555555556,0.198,15.0,1.0,11.0,27.0
ZenUI Launcher,PERSONALIZATION,4.7,1141545,15.0,50000000,Free,0.0,Everyone,Personalization,"July 31, 2018",Varies with device,Varies with device,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485,9.9,1000000,Free,0.0,Everyone,Personalization,"July 20, 2018",1.0.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Launcher 2018,PERSONALIZATION,4.4,142393,12.0,10000000,Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.126,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12.0,10000000,Free,0.0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.21820294117647057,0.4791176470588235,0.3300882352941177,0.19079411764705884,20.0,5.0,9.0,34.0
"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,114851,20.0,10000000,Free,0.0,Everyone,Personalization,"July 20, 2018",2.1.9,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3D Blue Glass Water Keyboard Theme,PERSONALIZATION,4.1,62209,7.4,10000000,Free,0.0,Everyone,Personalization,"July 1, 2018",6.7.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0,10000000,Free,0.0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.48641,0.3248333333333333,0.5795999999999999,0.09556666666666666,23.0,1.0,6.0,30.0
New 2018 Keyboard,PERSONALIZATION,4.6,298321,14.0,10000000,Free,0.0,Everyone,Personalization,"August 5, 2018",2.5.5.9,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14.0,100000000,Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.3674935483870968,0.5428709677419356,0.3433548387096774,0.11380645161290323,23.0,2.0,6.0,31.0
ZenUI Themes – Stylish Themes,PERSONALIZATION,4.4,47393,7.2,10000000,Free,0.0,Everyone,Personalization,"May 24, 2018",1.8.0.24_180511,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,55525,22.0,10000000,Free,0.0,Everyone,Personalization,"February 26, 2018",1.2.7,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,7.2,500000,Free,0.0,Everyone,Personalization,"July 9, 2018",6.7.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft Launcher,PERSONALIZATION,4.6,649568,26.0,10000000,Free,0.0,Everyone,Personalization,"August 1, 2018",4.12.0.44682,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38.0,1000000,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.43363142857142856,0.5755428571428572,0.3842,0.04025714285714285,26.0,7.0,2.0,35.0
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.424748717948718,0.686,0.3108974358974359,0.0031025641025641025,33.0,6.0,0.0,39.0
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,5.4,1000000,Free,0.0,Everyone,Personalization,"July 30, 2018",1.2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000,Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.2556333333333333,0.18800000000000003,0.6618333333333334,0.15016666666666667,3.0,1.0,2.0,6.0
"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,3277209,7.6,100000000,Free,0.0,Everyone,Personalization,"May 9, 2018",3.2.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,1.1,500000,Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.1.180419172630.4a15962,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626,9.1,1000000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.25.2018,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796,6.8,1000000,Free,0.0,Everyone,Personalization,"July 6, 2018",6.7.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12.0,10000000,Free,0.0,Everyone,Personalization,"July 23, 2018",2.3.27,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203,3.3,5000000,Free,0.0,Everyone,Personalization,"December 10, 2017",40.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romantic Love Photo Frames,PERSONALIZATION,4.4,18918,12.0,5000000,Free,0.0,Everyone,Personalization,"June 19, 2018",1.14,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.142046875,0.43390625,0.35009375,0.216,18.0,6.0,8.0,32.0
OnePlus Icon Pack,PERSONALIZATION,4.8,440,0.92,500000,Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.2.180419172639.dbf3246,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Garden Live Wallpaper,PERSONALIZATION,4.6,66453,14.0,5000000,Free,0.0,Everyone,Personalization,"April 10, 2018",1.57,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,6.8,100000,Free,0.0,Everyone,Personalization,"June 29, 2018",6.6.28,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27.0,500000,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.41483333333333333,0.45975000000000005,0.4895,0.050749999999999997,9.0,2.0,1.0,12.0
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.3053828571428571,0.3720857142857143,0.5269428571428572,0.101,22.0,6.0,7.0,35.0
Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,29.0,10000000,Free,0.0,Everyone,Personalization,"January 30, 2018",1.13,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zooper Widget,PERSONALIZATION,4.0,30498,5.9,1000000,Free,0.0,Everyone,Personalization,"March 11, 2015",2.60,3.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.28985945945945946,0.18510810810810813,0.7124864864864865,0.10240540540540541,24.0,1.0,12.0,37.0
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14.0,1000000,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,-0.07437999999999999,0.12295,0.721425,0.15562499999999999,17.0,5.0,18.0,40.0
HD Widgets,PERSONALIZATION,4.3,58617,26.0,1000000,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.32571612903225805,0.184,0.722741935483871,0.09329032258064515,23.0,0.0,8.0,31.0
DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,-0.5256,0.0,0.805,0.195,0.0,0.0,1.0,1.0
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000,Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.5642125,0.26125,0.6350625,0.103625,14.0,0.0,2.0,16.0
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,0.779,10000,Paid,0.99,Everyone,Personalization,"January 7, 2015",1.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000,Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.5704742857142857,0.45814285714285713,0.48122857142857145,0.06062857142857143,28.0,4.0,3.0,35.0
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10.0,5000000,Free,0.0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.36057647058823533,0.38111764705882356,0.5436470588235295,0.07526470588235294,23.0,6.0,5.0,34.0
Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,13.0,10000000,Free,0.0,Everyone,Personalization,"May 22, 2018",3.6,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052,4.0,5000000,Free,0.0,Teen,Personalization,"September 14, 2017",1.1.8,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,5.4,1000000,Free,0.0,Everyone,Personalization,"December 24, 2016",1.3,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000,Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.25164848484848484,0.4327878787878788,0.48103030303030303,0.08618181818181818,20.0,9.0,4.0,33.0
Petals 3D live wallpaper,PERSONALIZATION,4.2,112479,4.3,10000000,Free,0.0,Everyone,Personalization,"July 25, 2018",3.0.5,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.853,10000000,Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,0.5662138888888889,0.3199444444444445,0.5959166666666667,0.08405555555555555,31.0,0.0,5.0,36.0
LINE Launcher,PERSONALIZATION,4.4,733838,21.0,10000000,Free,0.0,Everyone,Personalization,"June 29, 2018",2.4.25,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000,Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.3777709677419355,0.4333548387096774,0.4786774193548387,0.08793548387096774,22.0,4.0,5.0,31.0
Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,8.6,10000000,Free,0.0,Everyone,Personalization,"January 31, 2018",4.8.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallpapers HD,PERSONALIZATION,4.6,484981,2.1,10000000,Free,0.0,Everyone,Personalization,"November 28, 2016",1.7.1,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,5000000,Free,0.0,Teen,Personalization,"May 31, 2018",2.7.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074,3.3,1000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.5177785714285714,0.5293571428571429,0.45557142857142857,0.01507142857142857,21.0,6.0,1.0,28.0
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,4.1,50000000,Free,0.0,Everyone,Personalization,"June 24, 2014",1.9,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallpaper,PERSONALIZATION,4.5,69488,9.7,1000000,Free,0.0,Everyone,Personalization,"July 8, 2018",6.07,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,3.3,1000000,Free,0.0,Everyone,Personalization,"October 27, 2017",7.5,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
