App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Sentiment,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478,6.1,500000,Free,0.0,Everyone,Weather,"August 2, 2018",2.9.10,4.2 and up,,,,,Unknown,,,,
Wetter by t-online.de,WEATHER,4.2,24349,9.2,1000000,Free,0.0,Everyone,Weather,"May 14, 2018",1.8.4.5,4.1 and up,,,,,Unknown,,,,
Weather Live Pro,WEATHER,4.8,17493,11.0,100000,Paid,4.49,Everyone,Weather,"April 20, 2018",1.3,4.4 and up,,,,,Unknown,,,,
AEMET's time,WEATHER,3.8,15966,9.2,1000000,Free,0.0,Everyone,Weather,"July 17, 2017",2.0,2.3 and up,,,,,Unknown,,,,
New 2018 Weather App & Widget,WEATHER,4.5,2332,20.0,500000,Free,0.0,Teen,Weather,"August 3, 2018",12.2.7.3671,4.1 and up,,,,,Unknown,,,,
Météociel,WEATHER,4.5,29344,22.0,500000,Free,0.0,Everyone,Weather,"July 25, 2018",4.1.11 - Hegoa,4.1 and up,,,,,Unknown,,,,
ForecaWeather,WEATHER,4.2,18425,5.3,1000000,Free,0.0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.3252763157894737,0.4166578947368421,0.5208421052631579,0.06257894736842105,Positive,27.0,4.0,7.0,38.0
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6,1000000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.31974705882352944,0.5656470588235294,0.3135294117647059,0.1208529411764706,Positive,24.0,5.0,5.0,34.0
Video Downloader,VIDEO_PLAYERS,4.2,59089,5.4,10000000,Free,0.0,Everyone,Video Players & Editors,"August 3, 2018",1.0.8,4.4 and up,,,,,Unknown,,,,
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,1000000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.23206315789473686,0.3598157894736842,0.5096315789473684,0.13057894736842104,Positive,20.0,12.0,6.0,38.0
Iqiyi (for tablet),VIDEO_PLAYERS,3.6,12764,25.0,1000000,Free,0.0,Teen,Video Players & Editors,"July 11, 2018",7.1,4.0 and up,,,,,Unknown,,,,
Motorola Gallery,VIDEO_PLAYERS,3.9,121916,23.0,100000000,Free,0.0,Everyone,Video Players & Editors,"January 25, 2016",Varies with device,Varies with device,,,,,Unknown,,,,
Free TV series,VIDEO_PLAYERS,3.7,400,7.2,100000,Free,0.0,Teen,Video Players & Editors,"May 28, 2018",v1.0.3,4.0.3 and up,,,,,Unknown,,,,
Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930,3.3,500000,Free,0.0,Everyone,Video Players & Editors,"July 26, 2018",1.1.7,4.0.3 and up,,,,,Unknown,,,,
Vote for,VIDEO_PLAYERS,4.2,193381,17.0,50000000,Free,0.0,Teen,Video Players & Editors,"August 3, 2018",1.78,4.0.3 and up,,,,,Unknown,,,,
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624,6.0,1000000,Free,0.0,Everyone,Video Players & Editors,"April 20, 2018",1.9,4.0.3 and up,,,,,Unknown,,,,
OBJECTIVE,VIDEO_PLAYERS,3.8,19738,33.0,1000000,Free,0.0,Teen,Video Players & Editors,"August 7, 2018",9.7.6,4.0 and up,,,,,Unknown,,,,
Music - Mp3 Player,VIDEO_PLAYERS,4.4,259605,3.1,10000000,Free,0.0,Everyone,Video Players & Editors,"August 3, 2018",1.6.1,4.0.3 and up,,,,,Unknown,,,,
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,1000000,Free,0.0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.13843225806451614,0.23787096774193547,0.6078064516129031,0.15435483870967742,Positive,16.0,4.0,11.0,31.0
"YouCut - Video Editor & Video Maker, No Watermark",VIDEO_PLAYERS,4.6,98819,27.0,5000000,Free,0.0,Everyone,Video Players & Editors,"August 6, 2018",1.251.54,4.3 and up,,,,,Unknown,,,,
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,44.0,1000000,Free,0.0,Everyone,Video Players & Editors,"August 3, 2018",1.5.1,4.4 and up,,,,,Unknown,,,,
video player for android,VIDEO_PLAYERS,4.5,351168,13.0,10000000,Free,0.0,Everyone,Video Players & Editors,"October 18, 2016",2.0.0,2.3 and up,,,,,Unknown,,,,
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0,10000000,Free,0.0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,-0.0886135135135135,0.11467567567567569,0.7157567567567568,0.16954054054054052,Negative,13.0,4.0,20.0,37.0
Samsung Video Library,VIDEO_PLAYERS,4.4,25922,6.1,50000000,Free,0.0,Everyone,Video Players & Editors,"May 9, 2018",1.4.08.2,7.0 and up,,,,,Unknown,,,,
OnePlus Gallery,VIDEO_PLAYERS,3.8,5555,64.0,1000000,Free,0.0,Everyone,Video Players & Editors,"July 12, 2018",2.6.71,7.1 and up,,,,,Unknown,,,,
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,47.0,50000000,Free,0.0,Teen,Video Players & Editors,"August 4, 2018",2.4.11,4.0 and up,,,,,Unknown,,,,
Play Tube,VIDEO_PLAYERS,4.3,15874,5.4,1000000,Free,0.0,Everyone,Video Players & Editors,"July 5, 2018",1.2,4.1 and up,,,,,Unknown,,,,
Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969,27.0,1000000,Free,0.0,Everyone,Video Players & Editors,"August 6, 2018",1.137.22,4.3 and up,,,,,Unknown,,,,
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,714665,50.0,10000000,Free,0.0,Everyone,Video Players & Editors,"July 24, 2018",4.13.3,4.3 and up,,,,,Unknown,,,,
Video Status,VIDEO_PLAYERS,4.3,6685,4.0,1000000,Free,0.0,Everyone,Video Players & Editors,"August 2, 2018",1.1.4,4.1 and up,,,,,Unknown,,,,
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44.0,1000000,Free,0.0,Teen,Video Players & Editors,"July 31, 2018",6.2.2.17136,3.0 and up,,,,,Unknown,,,,
Casper Ssinema,VIDEO_PLAYERS,3.3,1261,2.5,10000,Free,0.0,Everyone,Video Players & Editors,"October 30, 2014",1.0,2.3 and up,,,,,Unknown,,,,
amazer - Global Kpop Video Community,VIDEO_PLAYERS,4.3,1215,23.0,100000,Free,0.0,Everyone 10+,Video Players & Editors,"July 20, 2018",1.5.4,4.1 and up,,,,,Unknown,,,,
"Omlet Arcade - Stream, Meet, Play",VIDEO_PLAYERS,4.4,169965,14.0,10000000,Free,0.0,Teen,Video Players & Editors,"August 2, 2018",1.32.1,4.3 and up,,,,,Unknown,,,,
VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,89.0,1000000,Free,0.0,Everyone,Video Players & Editors,"August 5, 2018",2.1.6,4.4 and up,,,,,Unknown,,,,
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624,16.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 1, 2018",6.6.4,4.0 and up,,,,,Unknown,,,,
daily News,NEWS_AND_MAGAZINES,4.5,26411,26.0,1000000,Free,0.0,Everyone,News & Magazines,"March 26, 2018",2.3.2,4.1 and up,,,,,Unknown,,,,
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11.0,1000000,Free,0.0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.5166297297297298,0.3622972972972973,0.5807567567567568,0.05691891891891891,Positive,28.0,5.0,4.0,37.0
Wireless news,NEWS_AND_MAGAZINES,3.5,6066,56.0,1000000,Free,0.0,Everyone,News & Magazines,"April 16, 2018",2.1.4,4.4 and up,,,,,Unknown,,,,
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.06376964285714286,0.18803571428571428,0.6808214285714286,0.13114285714285714,Positive,55.0,12.0,45.0,112.0
BaBe - Read News,NEWS_AND_MAGAZINES,4.3,355921,17.0,10000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",9.1.4,4.0 and up,,,,,Unknown,,,,
Nigeria News NAIJ.com,NEWS_AND_MAGAZINES,4.3,37882,9.1,1000000,Free,0.0,Teen,News & Magazines,"June 1, 2018",8.2.9,4.0.3 and up,,,,,Unknown,,,,
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,11.0,10000000,Free,0.0,Teen,News & Magazines,"July 13, 2018",5.2.5,4.1 and up,,,,,Unknown,,,,
BaBe Lite - Read Quota Saving News,NEWS_AND_MAGAZINES,4.5,9548,15.0,1000000,Free,0.0,Everyone,News & Magazines,"August 1, 2018",6.6.4,4.0 and up,,,,,Unknown,,,,
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.12205294117647059,0.36623529411764705,0.5062058823529412,0.12755882352941175,Positive,16.0,11.0,7.0,34.0
Bengali Newspaper - The first L.,NEWS_AND_MAGAZINES,4.0,11908,5.5,1000000,Free,0.0,Everyone,News & Magazines,"July 1, 2018",8.3,4.1 and up,,,,,Unknown,,,,
"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,185058,6.7,10000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",3.1.6.9,4.1 and up,,,,,Unknown,,,,
BBC Persian | BBC Farsi News,NEWS_AND_MAGAZINES,4.3,978,2.9,100000,Free,0.0,Everyone,News & Magazines,"May 12, 2018",1.8.2,4.0.3 and up,,,,,Unknown,,,,
Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.28081452991452993,0.19157264957264958,0.689923076923077,0.11855555555555555,Positive,81.0,3.0,33.0,117.0
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,8.5,10000000,Free,0.0,Teen,News & Magazines,"July 31, 2018",4.2.2254.129147,Varies with device,,,,,Unknown,,,,
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,25.0,10000000,Free,0.0,Mature 17+,News & Magazines,"August 6, 2018",6.7.3,4.0 and up,,,,,Unknown,,,,
"Pulse Nabd - World News, Urgent",NEWS_AND_MAGAZINES,4.5,357944,12.0,10000000,Free,0.0,Everyone,News & Magazines,"July 12, 2018",9.1,4.1 and up,,,,,Unknown,,,,
Asahi Shimbun Digital,NEWS_AND_MAGAZINES,3.1,735,6.3,500000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",6.3.0,4.0.3 and up,,,,,Unknown,,,,
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000,Free,0.0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.3053962962962963,0.3122592592592593,0.6613703703703704,0.02637037037037037,Positive,19.0,5.0,3.0,27.0
Sky News,NEWS_AND_MAGAZINES,4.0,30287,19.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",4.11.0.611033,4.1 and up,,,,,Unknown,,,,
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",18.201.01,5.0 and up,,,,,Unknown,,,,
"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,9.0,5000000,Free,0.0,Teen,News & Magazines,"August 6, 2018",2.2.1,4.0.3 and up,,,,,Unknown,,,,
Apple Daily Apple News,NEWS_AND_MAGAZINES,3.4,41490,25.0,5000000,Free,0.0,Teen,News & Magazines,"July 24, 2018",4.6.0,4.1 and up,,,,,Unknown,,,,
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4.6,50000,Free,0.0,Everyone,News & Magazines,"August 5, 2018",1.9.0,4.1 and up,,,,,Unknown,,,,
РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8.0,1000000,Free,0.0,Everyone,News & Magazines,"August 6, 2018",4.0.6,4.4 and up,,,,,Unknown,,,,
Tencent News,NEWS_AND_MAGAZINES,4.0,7006,23.0,1000000,Free,0.0,Everyone,News & Magazines,"July 31, 2018",5.6.40,4.0 and up,,,,,Unknown,,,,
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000,Free,0.0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.24473939393939392,0.3671515151515151,0.5453939393939394,0.08745454545454545,Positive,18.0,10.0,5.0,33.0
Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,8.7,1000000,Free,0.0,Everyone,News & Magazines,"July 30, 2018",3.12.0,4.4 and up,,,,,Unknown,,,,
Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12.0,1000000,Free,0.0,Everyone,News & Magazines,"March 16, 2018",3.0.42,4.1 and up,,,,,Unknown,,,,
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10.0,5000000,Free,0.0,Teen,News & Magazines,"August 3, 2018",3.53.2,4.1 and up,,,,,Unknown,,,,
Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19.0,1000000,Free,0.0,Teen,News & Magazines,"July 25, 2018",4.1.0.72,4.0 and up,,,,,Unknown,,,,
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6.6,500000,Free,0.0,Teen,News & Magazines,"June 7, 2018",4.10.0,4.4 and up,,,,,Unknown,,,,
Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14.0,10000,Free,0.0,Everyone,News & Magazines,"July 22, 2018",3.000.1,4.2 and up,,,,,Unknown,,,,
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8.6,1000000,Free,0.0,Everyone,News & Magazines,"July 18, 2018",5.14.0,4.0.3 and up,,,,,Unknown,,,,
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000,Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.29280563380281693,0.3279014084507042,0.5923802816901408,0.07977464788732394,Positive,44.0,13.0,14.0,71.0
LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10.0,100000,Free,0.0,Everyone,News & Magazines,"April 24, 2018",4.0.1,4.2 and up,,,,,Unknown,,,,
World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7.5,1000000,Free,0.0,Mature 17+,News & Magazines,"September 17, 2017",3.1.9,4.1 and up,,,,,Unknown,,,,
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",4.4.2.19,4.1 and up,,,,,Unknown,,,,
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.28665,0.2619333333333333,0.6235666666666667,0.11460000000000001,Positive,21.0,3.0,6.0,30.0
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22.0,5000000,Free,0.0,Teen,News & Magazines,"July 25, 2018",6.5.1725,4.1 and up,,,,,Unknown,,,,
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23.0,10000000,Free,0.0,Everyone 10+,News & Magazines,"August 1, 2018",6.19.5,4.4 and up,,,,,Unknown,,,,
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14.0,1000000,Free,0.0,Teen,News & Magazines,"August 6, 2018",3.5.13,4.0.3 and up,,,,,Unknown,,,,
Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.4.4,4.1 and up,,,,,Unknown,,,,
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.12461249999999999,0.151225,0.76285,0.085925,Positive,17.0,15.0,8.0,40.0
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.026538571428571432,0.1658714285714286,0.6573285714285714,0.17675714285714283,Positive,26.0,20.0,24.0,70.0
Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8.6,500000,Free,0.0,Mature 17+,News & Magazines,"June 16, 2018",16.3,4.1 and up,,,,,Unknown,,,,
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.42645,0.1753888888888889,0.7660833333333333,0.05863888888888889,Positive,29.0,3.0,4.0,36.0
HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",19.2.8,4.4 and up,,,,,Unknown,,,,
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18.0,10000000,Free,0.0,Teen,News & Magazines,"July 28, 2018",9.2.3,4.0 and up,,,,,Unknown,,,,
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3.1,10000000,Free,0.0,Everyone,News & Magazines,"August 3, 2018",5.1.10,2.2 and up,,,,,Unknown,,,,
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.15076285714285714,0.1612,0.76,0.07885714285714286,Positive,16.0,11.0,8.0,35.0
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.4215,0.318,0.682,0.0,Positive,1.0,0.0,0.0,1.0
NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8,1000000,Free,0.0,Teen,News & Magazines,"August 3, 2018",1.8.7.0,5.0 and up,,,,,Unknown,,,,
Pocket,NEWS_AND_MAGAZINES,4.5,256680,12.0,10000000,Free,0.0,Everyone,News & Magazines,"July 24, 2018",6.7.15.7,4.0.3 and up,,,,,Unknown,,,,
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,22.0,10000000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",7.0.1,4.0 and up,,,,,Unknown,,,,
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43.0,1000000,Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",6.2.0,4.1 and up,,,,,Unknown,,,,
GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,33.0,50000000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",17.4.11,4.0.3 and up,,,,,Unknown,,,,
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32.0,500000,Free,0.0,Everyone,Maps & Navigation,"July 25, 2018",4.8.1,4.1 and up,,,,,Unknown,,,,
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000,Free,0.0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.30353181818181824,0.34286363636363637,0.5919090909090909,0.06531818181818182,Positive,15.0,4.0,3.0,22.0
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",3.2.2,4.0.3 and up,,,,,Unknown,,,,
Compass,MAPS_AND_NAVIGATION,4.3,286454,3.7,10000000,Free,0.0,Everyone,Maps & Navigation,"August 9, 2016",2.1.2,2.3 and up,,,,,Unknown,,,,
Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3.4,100000,Free,0.0,Everyone,Maps & Navigation,"May 26, 2018",116,4.1 and up,,,,,Unknown,,,,
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48.0,5000000,Free,0.0,Everyone,Maps & Navigation,"August 7, 2018",18.0.2,4.4 and up,,,,,Unknown,,,,
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000,Free,0.0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.37424285714285715,0.2816785714285714,0.6793214285714286,0.039035714285714285,Positive,22.0,5.0,1.0,28.0
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60.0,1000000,Free,0.0,Everyone,Maps & Navigation,"May 4, 2018",2.10.06,5.0 and up,,,,,Unknown,,,,
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60.0,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",04.08.00,4.4 and up,,,,,Unknown,,,,
Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5.6,1000000,Free,0.0,Everyone,Maps & Navigation,"August 1, 2018",5.1.0 free,4.0 and up,,,,,Unknown,,,,
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2,100000,Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",1.39,4.1 and up,,,,,Unknown,,,,
Snapp,MAPS_AND_NAVIGATION,4.5,37937,25.0,1000000,Free,0.0,Everyone,Maps & Navigation,"August 1, 2018",3.6.7,4.0.3 and up,,,,,Unknown,,,,
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.62925,0.7190000000000001,0.281,0.0,Positive,4.0,0.0,0.0,4.0
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000,Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.21891944444444444,0.3378333333333333,0.5991388888888889,0.06302777777777778,Positive,21.0,6.0,9.0,36.0
Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49.0,1000000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",3.0.2,4.1 and up,,,,,Unknown,,,,
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6,1000000,Free,0.0,Everyone,Maps & Navigation,"July 17, 2018",4.7.5,4.0.3 and up,,,,,Unknown,,,,
Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48.0,5000000,Free,0.0,Everyone,Maps & Navigation,"August 1, 2018",5.44.1,4.1 and up,,,,,Unknown,,,,
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.36930625,0.56246875,0.36693749999999997,0.07059375000000001,Positive,24.0,4.0,4.0,32.0
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18.0,5000000,Free,0.0,Everyone,Maps & Navigation,"July 9, 2018",3.1.0,4.0 and up,,,,,Unknown,,,,
GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2,1000000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",2.0.0,4.2 and up,,,,,Unknown,,,,
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,11.0,5000000,Free,0.0,Everyone,Maps & Navigation,"July 6, 2018",6.2.3,4.1 and up,,,,,Unknown,,,,
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000,Free,0.0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.21621176470588235,0.18988235294117645,0.7363823529411765,0.07367647058823529,Positive,18.0,8.0,8.0,34.0
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24.0,1000000,Free,0.0,Everyone,Maps & Navigation,"February 19, 2018",5.4 (30),4.0 and up,,,,,Unknown,,,,
Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,26.0,10000000,Free,0.0,Everyone,Maps & Navigation,"July 17, 2018",4.76,4.0 and up,,,,,Unknown,,,,
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14.0,100000,Free,0.0,Everyone,Maps & Navigation,"November 2, 2017",2.4.1,4.1 and up,,,,,Unknown,,,,
hum app,MAPS_AND_NAVIGATION,4.4,10218,78.0,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",5.072.1830.2,4.2 and up,,,,,Unknown,,,,
National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0,1000000,Free,0.0,Everyone,Maps & Navigation,"May 24, 2018",9.3.3,4.0.3 and up,,,,,Unknown,,,,
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9.2,1000000,Free,0.0,Everyone,Maps & Navigation,"April 9, 2018",1.7.3,4.0.3 and up,,,,,Unknown,,,,
Flashlight,TOOLS,4.5,162335,4.9,10000000,Free,0.0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.3646342857142857,0.5503714285714286,0.4196,0.030028571428571432,Positive,27.0,5.0,3.0,35.0
aa,FAMILY,4.2,886418,6.5,50000000,Free,0.0,Everyone,Strategy,"June 30, 2018",1.7.3,4.1 and up,,,,,Unknown,,,,
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000,Free,0.0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.17211176470588235,0.23129411764705882,0.6130294117647059,0.15570588235294117,Positive,19.0,0.0,15.0,34.0
Rope Hero Return of a Legend,GAME,4.3,9951,96.0,1000000,Free,0.0,Mature 17+,Arcade,"August 26, 2016",1.0,2.3 and up,,,,,Unknown,,,,
A Word A Day,FAMILY,3.7,2398,2.9,500000,Free,0.0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.42095,0.30275,0.5965,0.10075,Positive,3.0,0.0,1.0,4.0
Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24.0,10000000,Free,0.0,Everyone,Adventure,"June 14, 2018",1.2.1.49,4.0 and up,,,,,Unknown,,,,
Akinator,FAMILY,4.3,1805398,55.0,50000000,Free,0.0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,0.42689736842105264,0.2517894736842105,0.6100526315789473,0.13807894736842105,Positive,29.0,1.0,8.0,38.0
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000,Free,0.0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.53295,0.4085,0.49,0.10200000000000001,Positive,3.0,0.0,1.0,4.0
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000,Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.35113804347826083,0.4052608695652174,0.4762717391304348,0.11851086956521739,Positive,64.0,13.0,15.0,92.0
A+ Mobile,FINANCE,3.9,730,6.3,10000,Free,0.0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.3582952380952381,0.4694761904761905,0.46234523809523814,0.06819047619047619,Positive,61.0,9.0,14.0,84.0
